version,id,userid,queryname,text,mp3Link,answertime
gameVer,344,AJB8Q0859LFAC,Popular movies,can you show me a popular movie,file:///Users/cathy/Projects/website1/voice/gameVer+Popular movies+AJB8Q0859LFAC+2.mp3,2
gameVer,342,AJB8Q0859LFAC,Popular movies,what's the most popular movie right now,file:///Users/cathy/Projects/website1/voice/gameVer+Popular movies+AJB8Q0859LFAC+1.mp3,1
gameVer,177,A8CCJBJC0HPSA,Show me a movie with Harrison Ford,what are movie suggestions starring Harrison Ford,file:///Users/cathy/Projects/website1/voice/gameVer+Show me a movie with Harrison Ford+A8CCJBJC0HPSA+1.mp3,1
gameVer,179,A8CCJBJC0HPSA,Show me a movie with Harrison Ford,what movies has Harrison Ford starred in,file:///Users/cathy/Projects/website1/voice/gameVer+Show me a movie with Harrison Ford+A8CCJBJC0HPSA+2.mp3,2
gameVer,176,A8CCJBJC0HPSA,Show me a movie with Harrison Ford,present me a movie showing Harrison Ford,file:///Users/cathy/Projects/website1/voice/gameVer+Show me a movie with Harrison Ford+A8CCJBJC0HPSA+0.mp3,0
gameVer,239,A96JK3576FXG5,Show me a movie with Harrison Ford,show me movie with Angelina Jolie,file:///Users/cathy/Projects/website1/voice/gameVer+Show me a movie with Harrison Ford+A96JK3576FXG5+0.mp3,0
gameVer,240,A96JK3576FXG5,Show me a movie with Harrison Ford,I want to see a movie with Tom Cruise,file:///Users/cathy/Projects/website1/voice/gameVer+Show me a movie with Harrison Ford+A96JK3576FXG5+1.mp3,1
gameVer,243,A96JK3576FXG5,Show me a movie with Harrison Ford,want to see a movie with Will Smith,file:///Users/cathy/Projects/website1/voice/gameVer+Show me a movie with Harrison Ford+A96JK3576FXG5+2.mp3,2
gameVer,251,A2RDAJ32TF20LF,Show me a movie with Harrison Ford,嫁さんってなったら写真,file:///Users/cathy/Projects/website1/voice/gameVer+Show me a movie with Harrison Ford+A2RDAJ32TF20LF+0.mp3,0
gameVer,253,A2RDAJ32TF20LF,Show me a movie with Harrison Ford,アム金峰山手稲編成,file:///Users/cathy/Projects/website1/voice/gameVer+Show me a movie with Harrison Ford+A2RDAJ32TF20LF+1.mp3,1
gameVer,255,A2RDAJ32TF20LF,Show me a movie with Harrison Ford,amateur MOVIE,file:///Users/cathy/Projects/website1/voice/gameVer+Show me a movie with Harrison Ford+A2RDAJ32TF20LF+2.mp3,2
gameVer,421,A1KA64FR47O9FS,Show me a movie with Harrison Ford,can I see some movies that star Harrison Ford,file:///Users/cathy/Projects/website1/voice/gameVer+Show me a movie with Harrison Ford+A1KA64FR47O9FS+0.mp3,0
gameVer,424,A1KA64FR47O9FS,Show me a movie with Harrison Ford,let's see some movies that Harrison Ford was in,file:///Users/cathy/Projects/website1/voice/gameVer+Show me a movie with Harrison Ford+A1KA64FR47O9FS+1.mp3,1
gameVer,429,A1KA64FR47O9FS,Show me a movie with Harrison Ford,show me some Harrison Ford movies,file:///Users/cathy/Projects/website1/voice/gameVer+Show me a movie with Harrison Ford+A1KA64FR47O9FS+2.mp3,2
gameVer,185,A76YXASD7CTAH,show me all movies starring Harrison Ford,I want to watch some of Harrison Ford's earlier movies,file:///Users/cathy/Projects/website1/voice/gameVer+show me all movies starring Harrison Ford+A76YXASD7CTAH+0.mp3,0
gameVer,187,A76YXASD7CTAH,show me all movies starring Harrison Ford,what is Harrison Ford's most recent movie appearance,file:///Users/cathy/Projects/website1/voice/gameVer+show me all movies starring Harrison Ford+A76YXASD7CTAH+1.mp3,1
gameVer,189,A76YXASD7CTAH,show me all movies starring Harrison Ford,I'm looking for Harrison Ford movies that most people haven't seen,file:///Users/cathy/Projects/website1/voice/gameVer+show me all movies starring Harrison Ford+A76YXASD7CTAH+2.mp3,2
gameVer,307,A15YYU3A3SW1T9,show me all movies starring Harrison Ford,can you make a comprehensive list of Harrison Ford movies,file:///Users/cathy/Projects/website1/voice/gameVer+show me all movies starring Harrison Ford+A15YYU3A3SW1T9+2.mp3,2
gameVer,296,A15YYU3A3SW1T9,show me all movies starring Harrison Ford,what movies has Harrison Ford starred in,file:///Users/cathy/Projects/website1/voice/gameVer+show me all movies starring Harrison Ford+A15YYU3A3SW1T9+0.mp3,0
gameVer,302,A15YYU3A3SW1T9,show me all movies starring Harrison Ford,can you list all the movies Harrison Ford has been in,file:///Users/cathy/Projects/website1/voice/gameVer+show me all movies starring Harrison Ford+A15YYU3A3SW1T9+1.mp3,1
gameVer,367,A30J4IZCMCR31F,show me all movies starring Harrison Ford,Harrison Ford is my favorite actor show me all movies starring him,file:///Users/cathy/Projects/website1/voice/gameVer+show me all movies starring Harrison Ford+A30J4IZCMCR31F+0.mp3,0
gameVer,370,A30J4IZCMCR31F,show me all movies starring Harrison Ford,can you help me find all movies starring Harrison Ford,file:///Users/cathy/Projects/website1/voice/gameVer+show me all movies starring Harrison Ford+A30J4IZCMCR31F+1.mp3,1
gameVer,373,A30J4IZCMCR31F,show me all movies starring Harrison Ford,how do I view all movies starring Harrison Ford,file:///Users/cathy/Projects/website1/voice/gameVer+show me all movies starring Harrison Ford+A30J4IZCMCR31F+2.mp3,2
gameVer,463,AKHH4W14A6AN9,show me all movies starring Harrison Ford,I want to see every movie Harrison Ford stars in,file:///Users/cathy/Projects/website1/voice/gameVer+show me all movies starring Harrison Ford+AKHH4W14A6AN9+0.mp3,0
gameVer,464,AKHH4W14A6AN9,show me all movies starring Harrison Ford,what are all of the Harrison Ford movies,file:///Users/cathy/Projects/website1/voice/gameVer+show me all movies starring Harrison Ford+AKHH4W14A6AN9+1.mp3,1
gameVer,466,AKHH4W14A6AN9,show me all movies starring Harrison Ford,I want to see every movie Harrison Ford has starred in,file:///Users/cathy/Projects/website1/voice/gameVer+show me all movies starring Harrison Ford+AKHH4W14A6AN9+2.mp3,2
gameVer,188,A8CCJBJC0HPSA,Show me love stories with a happy ending,what are love stories with a happy ending,file:///Users/cathy/Projects/website1/voice/gameVer+Show me love stories with a happy ending+A8CCJBJC0HPSA+0.mp3,0
gameVer,198,A76YXASD7CTAH,Show me love stories with a happy ending,can you recommend a movie with a romance and a happy ending,file:///Users/cathy/Projects/website1/voice/gameVer+Show me love stories with a happy ending+A76YXASD7CTAH+1.mp3,1
gameVer,201,A76YXASD7CTAH,Show me love stories with a happy ending,is there a recent movie that I can stream that is a love story and has a happy ending,file:///Users/cathy/Projects/website1/voice/gameVer+Show me love stories with a happy ending+A76YXASD7CTAH+2.mp3,2
gameVer,190,A8CCJBJC0HPSA,Show me love stories with a happy ending,present me love stories with happy endings,file:///Users/cathy/Projects/website1/voice/gameVer+Show me love stories with a happy ending+A8CCJBJC0HPSA+1.mp3,1
gameVer,192,A8CCJBJC0HPSA,Show me love stories with a happy ending,display love stories with a happy ending,file:///Users/cathy/Projects/website1/voice/gameVer+Show me love stories with a happy ending+A8CCJBJC0HPSA+2.mp3,2
gameVer,196,A76YXASD7CTAH,Show me love stories with a happy ending,I want to see a romantic comedy with a happy ending,file:///Users/cathy/Projects/website1/voice/gameVer+Show me love stories with a happy ending+A76YXASD7CTAH+0.mp3,0
gameVer,252,A96JK3576FXG5,Show me love stories with a happy ending,show me how to study with tragedy ending,file:///Users/cathy/Projects/website1/voice/gameVer+Show me love stories with a happy ending+A96JK3576FXG5+0.mp3,0
gameVer,254,A96JK3576FXG5,Show me love stories with a happy ending,show me acting stories happy ending,file:///Users/cathy/Projects/website1/voice/gameVer+Show me love stories with a happy ending+A96JK3576FXG5+1.mp3,1
gameVer,256,A96JK3576FXG5,Show me love stories with a happy ending,show me adventure story with a happy ending,file:///Users/cathy/Projects/website1/voice/gameVer+Show me love stories with a happy ending+A96JK3576FXG5+2.mp3,2
gameVer,266,A2RDAJ32TF20LF,Show me love stories with a happy ending,テニス2でムービーのハッピーエンディングパレス止めて,file:///Users/cathy/Projects/website1/voice/gameVer+Show me love stories with a happy ending+A2RDAJ32TF20LF+1.mp3,1
gameVer,313,A15YYU3A3SW1T9,Show me love stories with a happy ending,I'd love to see a love story with a happy ending,file:///Users/cathy/Projects/website1/voice/gameVer+Show me love stories with a happy ending+A15YYU3A3SW1T9+0.mp3,0
gameVer,316,A15YYU3A3SW1T9,Show me love stories with a happy ending,can you give me a list of movies of love movies with happy endings,file:///Users/cathy/Projects/website1/voice/gameVer+Show me love stories with a happy ending+A15YYU3A3SW1T9+2.mp3,2
gameVer,333,AJB8Q0859LFAC,Show me love stories with a happy ending,do you have any recommendations for love stories with a happy ending,file:///Users/cathy/Projects/website1/voice/gameVer+Show me love stories with a happy ending+AJB8Q0859LFAC+2.mp3,2
gameVer,265,A2RDAJ32TF20LF,Show me love stories with a happy ending,,file:///Users/cathy/Projects/website1/voice/gameVer+Show me love stories with a happy ending+A2RDAJ32TF20LF+0.mp3,0
gameVer,268,A2RDAJ32TF20LF,Show me love stories with a happy ending,I want you behavior,file:///Users/cathy/Projects/website1/voice/gameVer+Show me love stories with a happy ending+A2RDAJ32TF20LF+2.mp3,2
gameVer,315,A15YYU3A3SW1T9,Show me love stories with a happy ending,what love stories have happy endings,file:///Users/cathy/Projects/website1/voice/gameVer+Show me love stories with a happy ending+A15YYU3A3SW1T9+1.mp3,1
gameVer,331,AJB8Q0859LFAC,Show me love stories with a happy ending,can I see love stories with a happy ending,file:///Users/cathy/Projects/website1/voice/gameVer+Show me love stories with a happy ending+AJB8Q0859LFAC+0.mp3,0
gameVer,332,AJB8Q0859LFAC,Show me love stories with a happy ending,I really like love stories with a happy ending,file:///Users/cathy/Projects/website1/voice/gameVer+Show me love stories with a happy ending+AJB8Q0859LFAC+1.mp3,1
gameVer,382,A30J4IZCMCR31F,Show me love stories with a happy ending,happy endings are the best show me some love stories,file:///Users/cathy/Projects/website1/voice/gameVer+Show me love stories with a happy ending+A30J4IZCMCR31F+0.mp3,0
gameVer,387,A30J4IZCMCR31F,Show me love stories with a happy ending,I'm in the mood for romance show me some love stories with happy ending,file:///Users/cathy/Projects/website1/voice/gameVer+Show me love stories with a happy ending+A30J4IZCMCR31F+2.mp3,2
gameVer,437,A37EV8RZ82WT8E,Show me love stories with a happy ending,I want some shows that will make me feel good,file:///Users/cathy/Projects/website1/voice/gameVer+Show me love stories with a happy ending+A37EV8RZ82WT8E+1.mp3,1
gameVer,438,A37EV8RZ82WT8E,Show me love stories with a happy ending,I'm looking for some entertaining shows that are happy,file:///Users/cathy/Projects/website1/voice/gameVer+Show me love stories with a happy ending+A37EV8RZ82WT8E+2.mp3,2
gameVer,384,A30J4IZCMCR31F,Show me love stories with a happy ending,view all love stories with happy endings,file:///Users/cathy/Projects/website1/voice/gameVer+Show me love stories with a happy ending+A30J4IZCMCR31F+1.mp3,1
gameVer,436,A37EV8RZ82WT8E,Show me love stories with a happy ending,what are some stories with a uplifting and egg,file:///Users/cathy/Projects/website1/voice/gameVer+Show me love stories with a happy ending+A37EV8RZ82WT8E+0.mp3,0
gameVer,465,A1KA64FR47O9FS,Show me love stories with a happy ending,can I see some romantic movies that end on a nice note,file:///Users/cathy/Projects/website1/voice/gameVer+Show me love stories with a happy ending+A1KA64FR47O9FS+0.mp3,0
gameVer,472,AKHH4W14A6AN9,Show me love stories with a happy ending,looking for a love story with a happy ending,file:///Users/cathy/Projects/website1/voice/gameVer+Show me love stories with a happy ending+AKHH4W14A6AN9+0.mp3,0
gameVer,469,A1KA64FR47O9FS,Show me love stories with a happy ending,show me a romantic story that has a happy ending,file:///Users/cathy/Projects/website1/voice/gameVer+Show me love stories with a happy ending+A1KA64FR47O9FS+1.mp3,1
gameVer,471,A1KA64FR47O9FS,Show me love stories with a happy ending,can I see some love stories that end on a positive note,file:///Users/cathy/Projects/website1/voice/gameVer+Show me love stories with a happy ending+A1KA64FR47O9FS+2.mp3,2
gameVer,474,AKHH4W14A6AN9,Show me love stories with a happy ending,I want to see some love stories with happy ending,file:///Users/cathy/Projects/website1/voice/gameVer+Show me love stories with a happy ending+AKHH4W14A6AN9+1.mp3,1
gameVer,476,AKHH4W14A6AN9,Show me love stories with a happy ending,what is a love story with happy ending,file:///Users/cathy/Projects/website1/voice/gameVer+Show me love stories with a happy ending+AKHH4W14A6AN9+2.mp3,2
gameVer,197,A8CCJBJC0HPSA,Something funny,show me something hilarious,file:///Users/cathy/Projects/website1/voice/gameVer+Something funny+A8CCJBJC0HPSA+1.mp3,1
gameVer,199,A8CCJBJC0HPSA,Something funny,display something comedic,file:///Users/cathy/Projects/website1/voice/gameVer+Something funny+A8CCJBJC0HPSA+2.mp3,2
gameVer,195,A8CCJBJC0HPSA,Something funny,present to me something funny,file:///Users/cathy/Projects/website1/voice/gameVer+Something funny+A8CCJBJC0HPSA+0.mp3,0
gameVer,269,A2RDAJ32TF20LF,Something funny,プラン3.5組で,file:///Users/cathy/Projects/website1/voice/gameVer+Something funny+A2RDAJ32TF20LF+0.mp3,0
gameVer,271,A2RDAJ32TF20LF,Something funny,ショミドメルスカイリムビースト,file:///Users/cathy/Projects/website1/voice/gameVer+Something funny+A2RDAJ32TF20LF+1.mp3,1
gameVer,273,A2RDAJ32TF20LF,Something funny,河原町さんてんだオメーは,file:///Users/cathy/Projects/website1/voice/gameVer+Something funny+A2RDAJ32TF20LF+2.mp3,2
gameVer,259,A2RDAJ32TF20LF,The Shawshank Redemption,プレミアムビールストレスマネジメント,file:///Users/cathy/Projects/website1/voice/gameVer+The Shawshank Redemption+A2RDAJ32TF20LF+0.mp3,0
gameVer,261,A2RDAJ32TF20LF,The Shawshank Redemption,ambitions English,file:///Users/cathy/Projects/website1/voice/gameVer+The Shawshank Redemption+A2RDAJ32TF20LF+1.mp3,1
gameVer,262,A2RDAJ32TF20LF,The Shawshank Redemption,きみはぐファニムビだったのにすみません,file:///Users/cathy/Projects/website1/voice/gameVer+The Shawshank Redemption+A2RDAJ32TF20LF+2.mp3,2
gameVer,375,A30J4IZCMCR31F,The Shawshank Redemption,I'd like to watch The Shawshank Redemption,file:///Users/cathy/Projects/website1/voice/gameVer+The Shawshank Redemption+A30J4IZCMCR31F+0.mp3,0
gameVer,377,A30J4IZCMCR31F,The Shawshank Redemption,please start the Shawshank Redemption,file:///Users/cathy/Projects/website1/voice/gameVer+The Shawshank Redemption+A30J4IZCMCR31F+1.mp3,1
gameVer,379,A30J4IZCMCR31F,The Shawshank Redemption,it's movie time and we'd like to watch The Shawshank Redemption,file:///Users/cathy/Projects/website1/voice/gameVer+The Shawshank Redemption+A30J4IZCMCR31F+2.mp3,2
gameVer,434,A37EV8RZ82WT8E,The Shawshank Redemption,a movie about prison,file:///Users/cathy/Projects/website1/voice/gameVer+The Shawshank Redemption+A37EV8RZ82WT8E+1.mp3,1
gameVer,435,A37EV8RZ82WT8E,The Shawshank Redemption,a movie about tragedy and dark names,file:///Users/cathy/Projects/website1/voice/gameVer+The Shawshank Redemption+A37EV8RZ82WT8E+2.mp3,2
gameVer,459,A1KA64FR47O9FS,The Shawshank Redemption,Frank darabont's the Shawshank Redemption,file:///Users/cathy/Projects/website1/voice/gameVer+The Shawshank Redemption+A1KA64FR47O9FS+1.mp3,1
gameVer,433,A37EV8RZ82WT8E,The Shawshank Redemption,a movie about a Redemption,file:///Users/cathy/Projects/website1/voice/gameVer+The Shawshank Redemption+A37EV8RZ82WT8E+0.mp3,0
gameVer,448,A1KA64FR47O9FS,The Shawshank Redemption,Shawshank Redemption starring Morgan Freeman,file:///Users/cathy/Projects/website1/voice/gameVer+The Shawshank Redemption+A1KA64FR47O9FS+0.mp3,0
gameVer,468,AKHH4W14A6AN9,The Shawshank Redemption,where can I find the Shawshank Redemption,file:///Users/cathy/Projects/website1/voice/gameVer+The Shawshank Redemption+AKHH4W14A6AN9+1.mp3,1
gameVer,470,AKHH4W14A6AN9,The Shawshank Redemption,show me the Shawshank Redemption,file:///Users/cathy/Projects/website1/voice/gameVer+The Shawshank Redemption+AKHH4W14A6AN9+2.mp3,2
gameVer,462,A1KA64FR47O9FS,The Shawshank Redemption,the Shawshank Redemption starring Tim Robbins and Morgan Freeman,file:///Users/cathy/Projects/website1/voice/gameVer+The Shawshank Redemption+A1KA64FR47O9FS+2.mp3,2
gameVer,467,AKHH4W14A6AN9,The Shawshank Redemption,I'm looking for the Shawshank Redemption,file:///Users/cathy/Projects/website1/voice/gameVer+The Shawshank Redemption+AKHH4W14A6AN9+0.mp3,0
easyVer,56,A2B6WQG0A9CKXQ,Titanic,Titanic with Leonardo DiCaprio and Kate Winslet,file:///Users/cathy/Projects/website1/voice/easyVer+Titanic+A2B6WQG0A9CKXQ.mp3,
easyVer,66,A31X9CV1UWZV8Z,Titanic,Play the movie Titanic,file:///Users/cathy/Projects/website1/voice/easyVer+Titanic+A31X9CV1UWZV8Z.mp3,
easyVer,95,A18V2X9VHAVWE7,Titanic,Titanic,file:///Users/cathy/Projects/website1/voice/easyVer+Titanic+A18V2X9VHAVWE7.mp3,
easyVer,81,AFU00NU09CFXE,Titanic,I think I'm interested in seeing a movie Titanic what can you tell me about it,file:///Users/cathy/Projects/website1/voice/easyVer+Titanic+AFU00NU09CFXE.mp3,
easyVer,104,A3UQM89QJ1V6M4,Titanic,look for Titanic,file:///Users/cathy/Projects/website1/voice/easyVer+Titanic+A3UQM89QJ1V6M4.mp3,
easyVer,117,AR8O1107OAW4V,Titanic,I'm looking for Titanic,file:///Users/cathy/Projects/website1/voice/easyVer+Titanic+AR8O1107OAW4V.mp3,
easyVer,129,ACIZKR30ALBE5,Titanic,Alexa can you please find the Titanic,file:///Users/cathy/Projects/website1/voice/easyVer+Titanic+ACIZKR30ALBE5.mp3,
easyVer,139,A3IYDY7TO808Z3,Titanic,can you find the Titanic movie for me to watch,file:///Users/cathy/Projects/website1/voice/easyVer+Titanic+A3IYDY7TO808Z3.mp3,
easyVer,153,A2KI7W45F6HRVY,Titanic,can you help me find any movie on Titanic,file:///Users/cathy/Projects/website1/voice/easyVer+Titanic+A2KI7W45F6HRVY.mp3,
easyVer,166,A23FMTVKQEYCMW,Titanic,I would like to watch Titanic,file:///Users/cathy/Projects/website1/voice/easyVer+Titanic+A23FMTVKQEYCMW.mp3,
easyVer,175,A2E8RRV64NGTW4,Titanic,I want to watch the movie Titanic,file:///Users/cathy/Projects/website1/voice/easyVer+Titanic+A2E8RRV64NGTW4.mp3,
posterVer,142,A2T007HZK66WM,tutorialJeanShorts,find me shorts,file:///Users/cathy/Projects/website1/voice/posterVer+tutorialJeanShorts+A2T007HZK66WM.mp3,
posterVer,160,A27NY1OB36GONQ,tutorialJeanShorts,black,file:///Users/cathy/Projects/website1/voice/posterVer+tutorialJeanShorts+A27NY1OB36GONQ.mp3,
posterVer,202,A2FLOH4DM8A4ZS,tutorialJeanShorts,show me the options for jean shorts,file:///Users/cathy/Projects/website1/voice/posterVer+tutorialJeanShorts+A2FLOH4DM8A4ZS.mp3,
posterVer,221,A1F1BIPJR11LSR,tutorialJeanShorts,I'm looking for jean shorts,file:///Users/cathy/Projects/website1/voice/posterVer+tutorialJeanShorts+A1F1BIPJR11LSR.mp3,
posterVer,233,A2E3TO92MCQ9XU,tutorialJeanShorts,I'm looking for jean shorts,file:///Users/cathy/Projects/website1/voice/posterVer+tutorialJeanShorts+A2E3TO92MCQ9XU.mp3,
posterVer,239,AY6FIVEJJAWMK,tutorialJeanShorts,I'm looking for a denim shorts,file:///Users/cathy/Projects/website1/voice/posterVer+tutorialJeanShorts+AY6FIVEJJAWMK.mp3,
posterVer,270,A96JK3576FXG5,tutorialJeanShorts,men's shirts,file:///Users/cathy/Projects/website1/voice/posterVer+tutorialJeanShorts+A96JK3576FXG5.mp3,
posterVer,289,A9KQQ8FTBHIO0,tutorialJeanShorts,jean shorts,file:///Users/cathy/Projects/website1/voice/posterVer+tutorialJeanShorts+A9KQQ8FTBHIO0.mp3,
posterVer,315,AZ5ZYUCAQ0XDL,tutorialJeanShorts,find me some men's jeans,file:///Users/cathy/Projects/website1/voice/posterVer+tutorialJeanShorts+AZ5ZYUCAQ0XDL.mp3,
posterVer,317,A2Q1BZPQ1BFPSM,tutorialJeanShorts,find jean shorts,file:///Users/cathy/Projects/website1/voice/posterVer+tutorialJeanShorts+A2Q1BZPQ1BFPSM.mp3,
posterVer,359,A1SLJKNSNHOJRN,tutorialJeanShorts,I'm looking for men's fitted shorts under $20 by the brainly,file:///Users/cathy/Projects/website1/voice/posterVer+tutorialJeanShorts+A1SLJKNSNHOJRN.mp3,
posterVer,371,A1GTYHV8OYQQLV,tutorialJeanShorts,,file:///Users/cathy/Projects/website1/voice/posterVer+tutorialJeanShorts+A1GTYHV8OYQQLV.mp3,
posterVer,373,A1GTYHV8OYQQLV,tutorialJeanShorts,,file:///Users/cathy/Projects/website1/voice/posterVer+tutorialJeanShorts+A1GTYHV8OYQQLV.mp3,
posterVer,401,A1FS8SBR4SDWYG,tutorialJeanShorts,I'd like to find some women's jean shorts,file:///Users/cathy/Projects/website1/voice/posterVer+tutorialJeanShorts+A1FS8SBR4SDWYG.mp3,
posterVer,375,A1GTYHV8OYQQLV,tutorialJeanShorts,find jean shorts for men and women,file:///Users/cathy/Projects/website1/voice/posterVer+tutorialJeanShorts+A1GTYHV8OYQQLV.mp3,
posterVer,376,A16SAB417Y96G4,tutorialJeanShorts,men's fitted shorts,file:///Users/cathy/Projects/website1/voice/posterVer+tutorialJeanShorts+A16SAB417Y96G4.mp3,
posterVer,420,A9HQ3E0F2AGVO,tutorialJeanShorts,I want some jean shorts,file:///Users/cathy/Projects/website1/voice/posterVer+tutorialJeanShorts+A9HQ3E0F2AGVO.mp3,
posterVer,447,AT6LDQNLKTUSE,tutorialJeanShorts,I'm looking for jean shorts,file:///Users/cathy/Projects/website1/voice/posterVer+tutorialJeanShorts+AT6LDQNLKTUSE.mp3,
posterVer,452,A1B76WYZ47BQJ,tutorialJeanShorts,I'm looking for jean shorts,file:///Users/cathy/Projects/website1/voice/posterVer+tutorialJeanShorts+A1B76WYZ47BQJ.mp3,
posterVer,466,A2M3KQ9CKP7YW,tutorialJeanShorts,how much does a women's black shorts cost the ones with the frayed edges,file:///Users/cathy/Projects/website1/voice/posterVer+tutorialJeanShorts+A2M3KQ9CKP7YW.mp3,
posterVer,118,A2T007HZK66WM,tutorialNike,Nike,file:///Users/cathy/Projects/website1/voice/posterVer+tutorialNike+A2T007HZK66WM.mp3,
posterVer,119,A27NY1OB36GONQ,tutorialNike,,file:///Users/cathy/Projects/website1/voice/posterVer+tutorialNike+A27NY1OB36GONQ.mp3,
posterVer,121,A27NY1OB36GONQ,tutorialNike,bendy bendy portal,file:///Users/cathy/Projects/website1/voice/posterVer+tutorialNike+A27NY1OB36GONQ.mp3,
posterVer,128,A1H6F9DHXY0BBT,tutorialNike,,file:///Users/cathy/Projects/website1/voice/posterVer+tutorialNike+A1H6F9DHXY0BBT.mp3,
posterVer,135,A1H6F9DHXY0BBT,tutorialNike,,file:///Users/cathy/Projects/website1/voice/posterVer+tutorialNike+A1H6F9DHXY0BBT.mp3,
posterVer,140,A1H6F9DHXY0BBT,tutorialNike,,file:///Users/cathy/Projects/website1/voice/posterVer+tutorialNike+A1H6F9DHXY0BBT.mp3,
posterVer,149,A1H6F9DHXY0BBT,tutorialNike,,file:///Users/cathy/Projects/website1/voice/posterVer+tutorialNike+A1H6F9DHXY0BBT.mp3,
posterVer,151,A1H6F9DHXY0BBT,tutorialNike,,file:///Users/cathy/Projects/website1/voice/posterVer+tutorialNike+A1H6F9DHXY0BBT.mp3,
posterVer,156,A27ZE20JZ3VDUP,tutorialNike,men's tennis Polo,file:///Users/cathy/Projects/website1/voice/posterVer+tutorialNike+A27ZE20JZ3VDUP.mp3,
posterVer,170,A2FLOH4DM8A4ZS,tutorialNike,,file:///Users/cathy/Projects/website1/voice/posterVer+tutorialNike+A2FLOH4DM8A4ZS.mp3,
posterVer,172,A339BP757H0VPX,tutorialNike,,file:///Users/cathy/Projects/website1/voice/posterVer+tutorialNike+A339BP757H0VPX.mp3,
posterVer,174,A2FLOH4DM8A4ZS,tutorialNike,I am looking for men's clothes by Nike,file:///Users/cathy/Projects/website1/voice/posterVer+tutorialNike+A2FLOH4DM8A4ZS.mp3,
posterVer,179,A339BP757H0VPX,tutorialNike,,file:///Users/cathy/Projects/website1/voice/posterVer+tutorialNike+A339BP757H0VPX.mp3,
posterVer,192,A3QUU1NOCDHNY9,tutorialNike,,file:///Users/cathy/Projects/website1/voice/posterVer+tutorialNike+A3QUU1NOCDHNY9.mp3,
posterVer,197,A3QUU1NOCDHNY9,tutorialNike,,file:///Users/cathy/Projects/website1/voice/posterVer+tutorialNike+A3QUU1NOCDHNY9.mp3,
posterVer,212,A2E3TO92MCQ9XU,tutorialNike,I'm looking for clothes with a Nike logo,file:///Users/cathy/Projects/website1/voice/posterVer+tutorialNike+A2E3TO92MCQ9XU.mp3,
posterVer,146,A1H6F9DHXY0BBT,tutorialNike,,file:///Users/cathy/Projects/website1/voice/posterVer+tutorialNike+A1H6F9DHXY0BBT.mp3,
posterVer,161,A3VHDQR8A9JJ4F,tutorialNike,I'm looking for athletic Nike clothes,file:///Users/cathy/Projects/website1/voice/posterVer+tutorialNike+A3VHDQR8A9JJ4F.mp3,
posterVer,175,A339BP757H0VPX,tutorialNike,,file:///Users/cathy/Projects/website1/voice/posterVer+tutorialNike+A339BP757H0VPX.mp3,
posterVer,176,A339BP757H0VPX,tutorialNike,,file:///Users/cathy/Projects/website1/voice/posterVer+tutorialNike+A339BP757H0VPX.mp3,
posterVer,194,A3QUU1NOCDHNY9,tutorialNike,,file:///Users/cathy/Projects/website1/voice/posterVer+tutorialNike+A3QUU1NOCDHNY9.mp3,
posterVer,195,A3QUU1NOCDHNY9,tutorialNike,,file:///Users/cathy/Projects/website1/voice/posterVer+tutorialNike+A3QUU1NOCDHNY9.mp3,
posterVer,196,A1H0LG69SPB9D9,tutorialNike,,file:///Users/cathy/Projects/website1/voice/posterVer+tutorialNike+A1H0LG69SPB9D9.mp3,
posterVer,199,A1F1BIPJR11LSR,tutorialNike,,file:///Users/cathy/Projects/website1/voice/posterVer+tutorialNike+A1F1BIPJR11LSR.mp3,
posterVer,200,A1F1BIPJR11LSR,tutorialNike,I'm looking for a Nike clothes,file:///Users/cathy/Projects/website1/voice/posterVer+tutorialNike+A1F1BIPJR11LSR.mp3,
posterVer,201,A3QUU1NOCDHNY9,tutorialNike,,file:///Users/cathy/Projects/website1/voice/posterVer+tutorialNike+A3QUU1NOCDHNY9.mp3,
posterVer,204,A3QUU1NOCDHNY9,tutorialNike,,file:///Users/cathy/Projects/website1/voice/posterVer+tutorialNike+A3QUU1NOCDHNY9.mp3,
posterVer,213,AY6FIVEJJAWMK,tutorialNike,I'm looking for Nike clothes,file:///Users/cathy/Projects/website1/voice/posterVer+tutorialNike+AY6FIVEJJAWMK.mp3,
posterVer,252,A96JK3576FXG5,tutorialNike,men's tennis Polo,file:///Users/cathy/Projects/website1/voice/posterVer+tutorialNike+A96JK3576FXG5.mp3,
posterVer,269,A9KQQ8FTBHIO0,tutorialNike,I'm looking for black workout leggings,file:///Users/cathy/Projects/website1/voice/posterVer+tutorialNike+A9KQQ8FTBHIO0.mp3,
posterVer,273,A3NPYV2JQTO1HK,tutorialNike,,file:///Users/cathy/Projects/website1/voice/posterVer+tutorialNike+A3NPYV2JQTO1HK.mp3,
posterVer,299,AZ5ZYUCAQ0XDL,tutorialNike,hello please find me a pair of Nike shorts,file:///Users/cathy/Projects/website1/voice/posterVer+tutorialNike+AZ5ZYUCAQ0XDL.mp3,
posterVer,300,A2TJWE9OCZM0B5,tutorialNike,,file:///Users/cathy/Projects/website1/voice/posterVer+tutorialNike+A2TJWE9OCZM0B5.mp3,
posterVer,310,A2TJWE9OCZM0B5,tutorialNike,,file:///Users/cathy/Projects/website1/voice/posterVer+tutorialNike+A2TJWE9OCZM0B5.mp3,
